date,temperature,rainfall,humidity,holiday,weekend,population_density,event_level,waste_volume
2023-07-31,29.6,3.0,76.7,0,0,9328,1,89.59
2023-08-01,29.2,9.4,71.9,0,0,9247,0,76.81
2023-08-02,26.2,13.8,76.0,0,0,9329,0,74.38
2023-08-03,28.4,4.3,73.5,0,0,9088,0,70.76
2023-08-04,29.3,0.0,76.8,0,0,9429,0,74.51
2023-08-05,27.1,0.5,74.6,0,1,9117,1,94.84
2023-08-06,27.5,9.5,75.2,0,1,8782,0,76.48
2023-08-07,27.4,13.9,75.0,0,0,9391,0,71.52
2023-08-08,28.7,33.4,75.2,0,0,8984,0,71.11
2023-08-09,25.5,21.2,76.9,0,0,9211,0,68.82
2023-08-10,26.8,4.3,74.2,0,0,9183,0,68.25
2023-08-11,27.1,5.3,77.5,0,0,9367,0,78.03
2023-08-12,30.1,14.9,79.8,0,1,9397,0,82.88
2023-08-13,25.8,26.0,81.4,0,1,9589,1,91.63
2023-08-14,25.7,12.2,76.4,0,0,9294,0,71.12
2023-08-15,29.2,9.8,81.6,0,0,9346,0,73.75
2023-08-16,28.0,8.3,73.5,0,0,9097,0,69.68
2023-08-17,28.5,3.9,76.9,1,0,9356,1,105.35
2023-08-18,25.8,20.5,81.9,0,0,9524,0,72.87
2023-08-19,28.1,32.1,71.2,0,1,9107,2,100.66
2023-08-20,29.6,5.9,74.0,0,1,9091,1,89.8
2023-08-21,29.2,4.3,70.3,0,0,9199,0,79.74
2023-08-22,29.6,11.1,72.0,0,0,9474,0,70.07
2023-08-23,27.6,2.4,70.1,0,0,9265,0,68.76
2023-08-24,27.3,26.9,79.6,0,0,9682,1,87.47
2023-08-25,28.3,5.3,80.7,0,0,9094,0,73.7
2023-08-26,28.6,10.2,77.1,0,1,9159,2,102.05
2023-08-27,25.2,13.3,78.3,0,1,9368,1,94.38
2023-08-28,28.4,2.1,69.1,0,0,9362,0,76.2
2023-08-29,25.1,0.0,82.0,0,0,9032,0,71.52
2023-08-30,25.9,0.0,83.5,0,0,9101,0,68.74
2023-08-31,29.2,0.0,77.7,0,0,8873,0,73.2
2023-09-01,26.5,23.7,79.5,0,0,9329,1,80.5
2023-09-02,29.0,20.3,78.6,0,1,9406,0,88.53
2023-09-03,28.1,13.5,68.7,0,1,9283,1,99.88
2023-09-04,28.2,3.9,76.1,0,0,8971,0,72.26
2023-09-05,24.0,0.0,75.8,0,0,9070,0,67.1
2023-09-06,26.7,18.0,78.5,0,0,9288,0,78.47
2023-09-07,24.0,0.0,76.7,0,0,9204,0,68.69
2023-09-08,24.6,11.4,70.5,0,0,9270,0,73.32
2023-09-09,25.9,2.4,73.2,0,1,8900,1,87.53
2023-09-10,27.3,11.4,75.3,0,1,8985,2,96.42
2023-09-11,25.2,33.4,74.3,0,0,9175,0,71.8
2023-09-12,25.9,2.7,74.7,0,0,9114,0,72.29
2023-09-13,25.5,10.6,75.4,0,0,9150,0,73.2
2023-09-14,27.3,15.1,75.9,0,0,8995,0,68.84
2023-09-15,27.0,11.0,77.6,0,0,9131,0,71.63
2023-09-16,27.2,5.5,69.9,0,1,9216,2,97.46
2023-09-17,26.6,5.0,76.2,0,1,9336,2,100.79
2023-09-18,24.0,0.0,79.5,0,0,9612,0,74.42
2023-09-19,25.5,0.0,73.3,0,0,9487,0,79.87
2023-09-20,25.3,3.4,75.6,0,0,9322,0,72.27
2023-09-21,26.3,3.7,71.4,0,0,9250,0,66.62
2023-09-22,27.0,7.3,79.4,0,0,8953,0,74.68
2023-09-23,25.9,8.1,77.1,0,1,9005,2,99.37
2023-09-24,25.7,42.6,76.4,0,1,9314,1,89.23
2023-09-25,25.9,20.6,72.5,0,0,9329,1,76.85
2023-09-26,27.2,9.6,78.3,0,0,9160,0,69.68
2023-09-27,27.3,0.0,75.8,0,0,9181,1,86.11
2023-09-28,25.9,17.1,79.8,0,0,9359,0,73.68
2023-09-29,24.0,45.0,77.2,0,0,8847,0,62.13
2023-09-30,26.1,12.6,75.5,0,1,9305,1,93.75
2023-10-01,27.6,18.1,70.4,0,1,9170,0,87.58
2023-10-02,25.0,0.0,78.7,0,0,9006,0,70.87
2023-10-03,27.4,18.2,79.0,0,0,9475,0,72.31
2023-10-04,24.0,0.3,79.9,0,0,9187,0,68.64
2023-10-05,27.7,14.4,72.0,0,0,9143,0,69.82
2023-10-06,26.1,8.3,78.1,0,0,9373,0,78.2
2023-10-07,26.6,8.5,76.4,0,1,9381,1,93.29
2023-10-08,25.6,7.0,79.4,0,1,9092,0,76.52
2023-10-09,24.9,16.9,78.3,0,0,9618,0,76.34
2023-10-10,24.0,0.0,75.3,0,0,9451,0,73.94
2023-10-11,26.8,18.1,80.0,0,0,8832,0,68.44
2023-10-12,26.8,0.0,75.0,0,0,9401,0,71.16
2023-10-13,24.8,5.7,76.6,0,0,9040,1,74.36
2023-10-14,26.6,0.0,72.0,0,1,9231,1,96.08
2023-10-15,26.2,1.9,67.7,0,1,9546,1,95.95
2023-10-16,26.2,16.1,77.0,0,0,9087,0,72.87
2023-10-17,28.1,0.5,71.2,0,0,9174,0,73.58
2023-10-18,25.2,22.9,76.2,0,0,9809,1,83.02
2023-10-19,24.6,0.0,75.9,0,0,8819,0,67.55
2023-10-20,24.0,24.5,74.2,0,0,9170,0,68.63
2023-10-21,24.7,0.6,81.8,0,1,9283,1,95.96
2023-10-22,27.5,12.6,71.3,0,1,8932,1,94.57
2023-10-23,27.8,20.1,79.4,0,0,8971,0,65.67
2023-10-24,26.7,4.3,76.2,0,0,9388,0,73.42
2023-10-25,26.3,1.0,74.5,0,0,9724,0,79.11
2023-10-26,26.7,10.6,78.4,0,0,9243,0,78.39
2023-10-27,27.9,17.5,74.0,0,0,9056,0,77.0
2023-10-28,24.0,10.9,73.2,0,1,9106,1,86.76
2023-10-29,25.5,4.3,73.1,0,1,9416,0,89.22
2023-10-30,25.3,7.3,75.4,0,0,9414,0,73.9
2023-10-31,24.2,0.0,74.8,0,0,9198,0,74.64
2023-11-01,30.5,0.0,79.7,0,0,9306,0,77.18
2023-11-02,25.6,3.3,85.4,0,0,9089,0,67.69
2023-11-03,29.1,57.6,87.3,0,0,9167,0,69.57
2023-11-04,24.0,36.9,84.2,0,1,9204,2,99.72
2023-11-05,26.7,91.1,91.0,0,1,9134,0,77.0
2023-11-06,24.6,41.0,86.3,0,0,9363,0,70.17
2023-11-07,26.9,46.6,88.2,0,0,9350,0,67.1
2023-11-08,26.2,59.6,80.9,0,0,9206,0,69.19
2023-11-09,24.4,44.9,92.0,0,0,9402,0,71.7
2023-11-10,27.0,49.3,84.7,0,0,8920,0,65.85
2023-11-11,26.4,1.7,83.8,0,1,9288,0,83.03
2023-11-12,25.7,51.6,86.3,0,1,9474,3,104.03
2023-11-13,24.0,46.6,84.9,0,0,9117,0,67.27
2023-11-14,26.7,70.9,87.9,0,0,9312,0,68.32
2023-11-15,28.0,41.6,85.0,0,0,8973,0,64.26
2023-11-16,26.1,19.6,82.2,0,0,9128,0,75.66
2023-11-17,25.7,35.5,85.1,0,0,9069,0,69.08
2023-11-18,28.2,44.8,86.7,0,1,9334,1,87.01
2023-11-19,25.9,86.8,87.1,0,1,9461,1,78.86
2023-11-20,26.2,53.3,89.8,0,0,9228,0,70.31
2023-11-21,25.4,10.7,85.6,0,0,9104,0,72.93
2023-11-22,24.4,4.5,81.0,0,0,9554,0,75.1
2023-11-23,25.3,0.0,80.1,0,0,9155,0,74.17
2023-11-24,26.3,20.2,81.6,0,0,9029,0,71.33
2023-11-25,24.6,95.3,95.0,0,1,9197,1,85.11
2023-11-26,24.4,35.8,86.4,0,1,9005,1,85.27
2023-11-27,24.1,68.3,87.5,0,0,9065,1,70.99
2023-11-28,26.6,60.5,87.5,0,0,9311,0,69.42
2023-11-29,27.3,31.3,85.3,0,0,9359,0,75.83
2023-11-30,24.9,16.7,82.5,0,0,9462,0,73.64
2023-12-01,29.3,45.1,88.7,0,0,9439,0,83.69
2023-12-02,25.3,0.0,87.4,0,1,9319,0,92.0
2023-12-03,29.3,0.0,82.3,0,1,9324,1,103.35
2023-12-04,27.8,21.7,82.2,0,0,9039,0,82.31
2023-12-05,26.3,65.7,83.4,0,0,8942,1,82.92
2023-12-06,28.1,11.7,81.0,0,0,9343,0,85.52
2023-12-07,27.7,10.6,82.3,0,0,9098,0,75.42
2023-12-08,28.1,79.3,88.4,0,0,9408,0,81.66
2023-12-09,31.7,49.3,86.6,0,1,9148,1,97.71
2023-12-10,29.5,33.8,81.4,0,1,9532,1,100.13
2023-12-11,28.2,22.1,81.3,0,0,9546,0,72.6
2023-12-12,29.4,94.0,91.5,0,0,8969,0,72.98
2023-12-13,28.6,17.7,90.1,0,0,8833,0,72.69
2023-12-14,27.4,36.1,87.8,0,0,9237,0,77.84
2023-12-15,29.7,71.5,90.7,0,0,9037,0,69.29
2023-12-16,24.7,5.6,85.7,0,1,9230,0,95.96
2023-12-17,26.2,32.9,81.0,0,1,9220,1,98.23
2023-12-18,27.1,104.0,95.0,0,0,9022,0,78.17
2023-12-19,27.1,0.0,81.7,0,0,9303,0,76.18
2023-12-20,26.2,41.6,82.3,0,0,9010,0,78.88
2023-12-21,25.8,69.2,87.9,0,0,9015,0,65.96
2023-12-22,26.9,24.1,87.4,0,0,9057,0,75.55
2023-12-23,24.3,64.4,84.9,0,1,9334,1,90.05
2023-12-24,27.2,25.7,88.4,0,1,9305,0,87.05
2023-12-25,28.6,95.9,95.0,1,0,9335,2,109.71
2023-12-26,27.3,47.3,90.6,0,0,9315,0,74.37
2023-12-27,26.6,52.8,89.1,0,0,9418,0,70.81
2023-12-28,28.1,46.4,89.6,0,0,9480,0,77.49
2023-12-29,27.6,60.7,87.1,0,0,9301,0,74.36
2023-12-30,25.9,22.0,82.5,0,1,9175,3,118.13
2023-12-31,25.6,92.0,87.6,0,1,9411,1,94.88
2024-01-01,29.2,120.0,91.0,1,0,9954,3,135.8
2024-01-02,29.9,81.4,91.0,0,0,9876,0,74.81
2024-01-03,28.6,0.0,84.5,0,0,9525,0,80.49
2024-01-04,30.7,120.0,95.0,0,0,9660,1,88.36
2024-01-05,27.6,50.0,87.1,0,0,9442,0,79.44
2024-01-06,32.3,59.0,84.1,0,1,9741,2,105.73
2024-01-07,29.7,44.2,85.3,0,1,9997,2,120.03
2024-01-08,28.7,43.0,82.7,0,0,9479,1,85.18
2024-01-09,28.6,54.8,90.5,0,0,9706,0,75.22
2024-01-10,30.6,83.0,87.2,0,0,9799,0,80.72
2024-01-11,28.7,16.7,83.5,0,0,9636,1,91.23
2024-01-12,31.0,47.0,88.3,0,0,9692,0,80.13
2024-01-13,30.1,68.6,86.0,0,1,9438,0,85.51
2024-01-14,29.3,0.0,72.6,0,1,9574,1,100.07
2024-01-15,28.0,4.6,78.9,0,0,9555,0,80.65
2024-01-16,29.9,54.5,84.2,0,0,9331,0,78.42
2024-01-17,30.5,23.8,80.6,0,0,9932,0,84.46
2024-01-18,30.5,72.0,90.9,0,0,9623,0,80.7
2024-01-19,27.5,58.5,90.6,0,0,9734,0,79.03
2024-01-20,30.5,53.6,87.9,0,1,9786,2,106.37
2024-01-21,30.2,40.8,90.4,0,1,9274,1,92.17
2024-01-22,28.9,109.3,95.0,0,0,9257,0,71.41
2024-01-23,29.6,98.7,89.1,0,0,9393,0,73.48
2024-01-24,29.5,6.9,81.3,0,0,9347,0,78.36
2024-01-25,29.0,23.3,82.7,0,0,9571,1,91.45
2024-01-26,32.7,0.0,85.2,0,0,9520,0,86.81
2024-01-27,32.5,46.1,84.8,0,1,9812,2,125.37
2024-01-28,28.6,0.0,80.7,0,1,9114,1,96.14
2024-01-29,30.5,40.5,84.7,0,0,9553,1,94.16
2024-01-30,28.3,0.0,82.9,0,0,9641,0,88.05
2024-01-31,31.1,120.0,90.1,0,0,9739,0,78.14
2024-02-01,32.2,16.9,84.1,0,0,9463,0,78.19
2024-02-02,34.3,0.0,84.0,0,0,9226,0,79.34
2024-02-03,29.3,0.0,80.9,0,1,9497,3,113.2
2024-02-04,29.5,40.4,83.3,0,1,9547,1,93.19
2024-02-05,28.7,9.2,82.6,0,0,9628,0,74.79
2024-02-06,31.3,63.8,88.4,0,0,9445,0,64.2
2024-02-07,32.6,34.4,83.0,0,0,9819,0,77.59
2024-02-08,31.0,13.0,88.5,0,0,9714,1,83.68
2024-02-09,29.4,8.0,85.7,0,0,9747,0,74.6
2024-02-10,30.8,29.6,86.0,0,1,9517,0,86.91
2024-02-11,33.3,25.2,80.1,0,1,9617,0,82.38
2024-02-12,30.5,0.0,88.8,0,0,9553,0,79.28
2024-02-13,29.1,64.7,82.7,0,0,9615,0,72.78
2024-02-14,30.9,57.7,92.6,0,0,9609,0,70.84
2024-02-15,31.4,30.5,81.0,0,0,9925,0,77.55
2024-02-16,32.5,11.1,88.9,0,0,9462,2,87.82
2024-02-17,32.8,115.0,95.0,0,1,9611,0,86.09
2024-02-18,32.2,5.9,79.6,0,1,9968,0,93.63
2024-02-19,31.7,57.9,83.2,0,0,9693,0,73.66
2024-02-20,32.0,90.4,93.1,0,0,9617,0,73.91
2024-02-21,31.7,31.8,83.8,0,0,9509,0,72.67
2024-02-22,31.7,23.9,82.7,0,0,9911,0,73.04
2024-02-23,31.3,58.3,91.2,0,0,9605,0,74.87
2024-02-24,34.1,96.3,90.0,0,1,9882,1,97.79
2024-02-25,32.1,39.3,90.2,0,1,9603,1,93.46
2024-02-26,31.3,36.7,86.4,0,0,9492,0,75.52
2024-02-27,31.2,46.1,82.4,0,0,9488,0,78.0
2024-02-28,32.9,82.6,92.5,0,0,9309,0,73.66
2024-02-29,29.6,39.3,83.3,0,0,9682,0,73.48
2024-03-01,31.1,120.0,92.8,0,0,9538,0,67.27
2024-03-02,33.0,65.5,89.9,0,1,9749,1,88.44
2024-03-03,33.0,67.4,92.4,0,1,9509,0,81.73
2024-03-04,32.4,12.7,83.9,0,0,9832,0,84.47
2024-03-05,34.8,47.4,86.8,0,0,9717,0,75.15
2024-03-06,33.5,61.8,90.8,0,0,9594,1,78.16
2024-03-07,31.2,31.7,80.9,0,0,9499,0,72.52
2024-03-08,31.2,27.8,84.9,0,0,9678,0,74.13
2024-03-09,32.2,5.5,77.9,0,1,9516,2,106.41
2024-03-10,35.0,62.2,89.4,0,1,9526,0,79.46
2024-03-11,35.0,0.0,82.3,0,0,9319,0,79.92
2024-03-12,31.2,79.4,85.1,0,0,9626,0,71.8
2024-03-13,31.9,120.0,95.0,0,0,9417,0,77.93
2024-03-14,30.2,33.9,85.6,0,0,9538,0,70.8
2024-03-15,31.7,5.4,80.3,0,0,9611,0,82.67
2024-03-16,34.7,6.2,83.6,0,1,9541,0,95.05
2024-03-17,33.4,31.6,76.1,0,1,9479,0,84.81
2024-03-18,34.3,22.0,82.4,0,0,9519,0,74.46
2024-03-19,31.9,0.0,82.2,0,0,9661,0,75.33
2024-03-20,33.7,64.7,90.4,0,0,10037,0,73.46
2024-03-21,31.0,51.6,84.4,0,0,9455,0,70.85
2024-03-22,34.4,64.1,89.3,0,0,9691,0,73.92
2024-03-23,33.2,10.2,76.2,0,1,9539,1,92.04
2024-03-24,31.7,17.3,82.8,0,1,9325,2,113.63
2024-03-25,33.3,39.9,82.3,0,0,9613,0,75.23
2024-03-26,31.9,101.1,93.1,0,0,9679,1,80.39
2024-03-27,32.1,15.2,84.3,0,0,9645,0,76.19
2024-03-28,32.3,19.2,77.1,0,0,9757,0,78.32
2024-03-29,33.9,15.7,87.9,0,0,9939,0,80.09
2024-03-30,33.0,71.3,88.7,0,1,9404,0,81.87
2024-03-31,34.1,8.7,88.6,0,1,9286,1,96.06
2024-04-01,35.0,3.5,71.2,0,0,9827,0,83.36
2024-04-02,35.0,1.2,76.5,0,0,9526,0,79.02
2024-04-03,31.3,20.1,75.1,0,0,9635,0,77.59
2024-04-04,32.8,0.0,71.3,0,0,9643,0,78.39
2024-04-05,33.3,9.7,76.2,0,0,9468,0,77.9
2024-04-06,30.6,13.8,71.4,0,1,9404,1,94.76
2024-04-07,33.4,0.0,75.3,0,1,9674,2,113.26
2024-04-08,32.5,10.0,81.7,0,0,9410,0,77.39
2024-04-09,31.3,9.2,72.3,0,0,9206,0,73.83
2024-04-10,33.8,0.0,74.3,1,0,9371,2,114.0
2024-04-11,31.2,0.0,78.2,1,0,9528,2,114.81
2024-04-12,34.4,0.0,76.5,0,0,9807,0,80.47
2024-04-13,30.9,0.0,77.9,0,1,9514,2,105.55
2024-04-14,32.1,4.6,76.8,0,1,9502,2,103.88
2024-04-15,31.5,18.8,75.9,0,0,9692,0,80.69
2024-04-16,30.5,3.9,70.3,0,0,9670,0,80.33
2024-04-17,31.7,0.0,72.5,0,0,9624,0,83.39
2024-04-18,33.8,0.0,75.8,0,0,9698,0,77.35
2024-04-19,34.0,0.0,76.0,0,0,9518,0,79.95
2024-04-20,32.9,18.3,79.2,0,1,9759,1,92.78
2024-04-21,31.5,27.9,79.9,0,1,9455,1,96.86
2024-04-22,35.0,0.0,78.6,0,0,9551,0,73.94
2024-04-23,35.0,2.9,78.8,0,0,9603,1,83.41
2024-04-24,30.3,0.0,71.7,0,0,9416,0,76.65
2024-04-25,35.0,10.8,75.4,0,0,9680,0,77.59
2024-04-26,33.2,33.3,79.4,0,0,9442,0,72.35
2024-04-27,30.9,11.0,77.6,0,1,9771,0,88.78
2024-04-28,32.2,14.3,76.1,0,1,9918,1,104.72
2024-04-29,33.7,10.7,76.0,0,0,9968,0,78.39
2024-04-30,32.1,24.5,75.9,0,0,9638,0,75.6
2024-05-01,32.6,7.2,79.6,1,0,9598,1,105.6
2024-05-02,31.3,27.5,78.9,0,0,9503,0,76.86
2024-05-03,33.1,9.9,73.3,0,0,9977,0,84.01
2024-05-04,30.9,18.6,79.9,0,1,9864,1,93.14
2024-05-05,33.0,6.4,77.8,0,1,9892,1,106.13
2024-05-06,33.2,14.0,75.0,0,0,9604,0,76.36
2024-05-07,34.4,5.7,74.5,0,0,9714,0,80.39
2024-05-08,32.7,9.4,77.3,0,0,9403,0,73.55
2024-05-09,32.1,6.4,75.7,0,0,9599,0,78.95
2024-05-10,33.2,7.9,77.7,0,0,9253,0,83.08
2024-05-11,34.6,82.4,84.8,0,1,9431,0,83.17
2024-05-12,30.7,2.1,75.5,0,1,9597,0,87.19
2024-05-13,31.6,0.0,76.7,0,0,9732,0,77.94
2024-05-14,32.1,30.4,78.4,0,0,9819,0,72.64
2024-05-15,31.9,8.0,71.8,0,0,9849,0,84.35
2024-05-16,31.0,0.0,69.4,0,0,9466,0,77.24
2024-05-17,30.4,16.3,76.2,0,0,9232,0,71.06
2024-05-18,32.8,4.8,66.9,0,1,9389,1,92.64
2024-05-19,30.7,0.0,76.6,0,1,9518,1,96.96
2024-05-20,32.9,10.1,75.8,0,0,9393,0,79.28
2024-05-21,31.9,26.7,78.0,0,0,9539,0,71.48
2024-05-22,32.1,21.4,81.4,0,0,9573,0,78.59
2024-05-23,32.6,16.8,77.3,0,0,9591,0,77.63
2024-05-24,32.6,0.0,75.9,0,0,9976,0,78.04
2024-05-25,34.7,28.1,75.6,0,1,9441,0,84.82
2024-05-26,32.9,19.8,73.7,0,1,9737,0,97.46
2024-05-27,31.3,1.8,74.9,0,0,9308,0,70.96
2024-05-28,32.6,6.8,81.4,0,0,9217,0,72.7
2024-05-29,30.7,0.0,75.1,0,0,9086,1,83.51
2024-05-30,32.4,0.0,74.3,0,0,9482,0,77.62
2024-05-31,34.5,19.5,81.7,0,0,9758,0,77.48
2024-06-01,31.8,0.0,70.1,1,1,9639,3,163.47
2024-06-02,31.5,3.0,76.6,0,1,9361,0,97.75
2024-06-03,32.7,0.0,73.0,0,0,9320,0,82.9
2024-06-04,32.2,2.5,78.4,0,0,9478,1,89.06
2024-06-05,30.0,1.9,75.3,0,0,9855,0,83.79
2024-06-06,28.8,9.6,76.9,0,0,9255,0,80.58
2024-06-07,32.0,0.0,74.1,0,0,9503,2,94.54
2024-06-08,32.4,17.1,78.0,0,1,9596,1,112.06
2024-06-09,30.8,11.7,71.6,0,1,9733,0,103.96
2024-06-10,30.7,12.2,76.0,0,0,9403,1,89.04
2024-06-11,29.5,9.9,71.7,0,0,9869,0,86.48
2024-06-12,29.4,22.0,79.7,0,0,9695,0,85.07
2024-06-13,32.3,6.8,70.9,0,0,9638,0,91.04
2024-06-14,30.8,2.8,79.6,0,0,9789,0,90.44
2024-06-15,29.6,0.0,78.6,0,1,9464,2,105.05
2024-06-16,30.2,9.3,76.3,0,1,9641,1,104.42
2024-06-17,31.5,13.9,79.5,0,0,9541,0,84.93
2024-06-18,30.8,24.9,83.5,0,0,9775,0,80.82
2024-06-19,28.9,2.4,74.6,0,0,9272,0,85.58
2024-06-20,34.5,10.5,82.4,0,0,9530,0,89.89
2024-06-21,32.9,16.3,75.1,0,0,9614,0,81.72
2024-06-22,30.0,36.1,79.6,0,1,9581,0,91.99
2024-06-23,28.6,0.0,74.8,0,1,9187,0,88.12
2024-06-24,31.4,0.0,75.0,0,0,9612,1,91.49
2024-06-25,31.7,29.5,77.5,0,0,9544,0,80.12
2024-06-26,29.8,9.0,74.3,0,0,9403,1,92.91
2024-06-27,30.6,27.8,80.0,0,0,9705,0,78.86
2024-06-28,31.1,21.1,77.1,0,0,9470,0,71.63
2024-06-29,30.0,10.8,77.8,0,1,9302,1,95.4
2024-06-30,35.0,0.0,78.9,0,1,9530,1,102.62
2024-07-01,30.5,14.4,77.1,0,0,9667,1,89.9
2024-07-02,31.1,7.5,78.0,0,0,9243,0,81.12
2024-07-03,30.9,23.3,76.1,0,0,9548,0,77.09
2024-07-04,27.6,1.9,71.8,0,0,9758,1,87.39
2024-07-05,28.9,17.0,73.9,0,0,9321,0,77.29
2024-07-06,29.6,4.1,73.1,0,1,9309,1,97.25
2024-07-07,31.2,6.8,67.7,0,1,9373,0,91.85
2024-07-08,26.8,9.9,75.9,0,0,9749,0,81.11
2024-07-09,30.2,37.8,75.1,0,0,9494,0,82.05
2024-07-10,30.6,0.0,79.8,0,0,9559,0,79.77
2024-07-11,26.4,14.7,77.4,0,0,9673,0,81.12
2024-07-12,29.4,15.1,77.0,0,0,9345,0,78.94
2024-07-13,33.4,26.3,68.7,0,1,9613,1,107.27
2024-07-14,28.8,0.0,78.6,0,1,9589,1,103.8
2024-07-15,27.2,22.4,75.2,0,0,9169,0,79.15
2024-07-16,30.2,25.7,78.1,0,0,9422,0,75.58
2024-07-17,28.9,0.0,73.6,0,0,9553,0,82.15
2024-07-18,28.9,4.2,75.6,0,0,9489,0,79.86
2024-07-19,30.1,21.6,80.0,0,0,9445,0,75.49
2024-07-20,29.4,2.7,76.9,0,1,9363,0,92.75
2024-07-21,32.6,23.2,75.9,0,1,9657,2,121.29
2024-07-22,29.0,17.1,77.4,0,0,9681,1,88.64
2024-07-23,29.1,10.0,76.1,0,0,9621,0,82.53
2024-07-24,28.8,8.6,73.5,0,0,9622,0,78.51
2024-07-25,29.2,1.9,72.2,0,0,9755,1,87.16
2024-07-26,31.1,9.4,74.7,0,0,9489,0,80.02
2024-07-27,29.3,15.8,75.8,0,1,9454,2,110.58
2024-07-28,27.6,5.0,72.2,0,1,9476,1,100.9
2024-07-29,30.3,11.3,71.1,0,0,9599,0,82.51
2024-07-30,27.9,0.4,79.0,0,0,9784,0,78.34
2024-07-31,27.3,24.8,79.3,0,0,9660,0,78.06
2024-08-01,28.5,5.9,73.1,0,0,9761,0,79.25
2024-08-02,27.4,13.1,71.8,0,0,9600,0,71.87
2024-08-03,30.4,11.6,75.4,0,1,9566,0,87.17
2024-08-04,25.0,5.8,73.2,0,1,9504,1,95.12
2024-08-05,27.0,11.7,76.6,0,0,9478,0,72.52
2024-08-06,24.7,0.0,72.7,0,0,9518,0,75.32
2024-08-07,29.4,0.0,77.4,0,0,9629,0,72.31
2024-08-08,28.6,5.0,72.9,0,0,9554,1,86.65
2024-08-09,27.1,10.0,78.0,0,0,9425,0,75.59
2024-08-10,28.3,0.0,76.0,0,1,9978,1,100.58
2024-08-11,27.8,1.6,76.2,0,1,9542,1,100.05
2024-08-12,27.9,0.0,78.8,0,0,9424,0,73.8
2024-08-13,26.9,18.5,76.2,0,0,9667,0,74.43
2024-08-14,30.3,0.0,67.9,0,0,9528,0,80.75
2024-08-15,26.8,14.4,76.8,0,0,9257,0,78.42
2024-08-16,29.1,9.8,82.6,0,0,9514,0,73.86
2024-08-17,28.0,26.2,76.4,1,1,9628,5,159.12
2024-08-18,26.7,3.8,74.8,0,1,9408,1,97.83
2024-08-19,29.9,12.9,73.8,0,0,9673,0,77.3
2024-08-20,28.1,18.1,77.4,0,0,9709,1,86.88
2024-08-21,25.7,6.9,79.6,0,0,9453,0,76.51
2024-08-22,28.9,9.4,76.4,0,0,9695,0,75.6
2024-08-23,25.7,0.0,75.9,0,0,9508,1,83.44
2024-08-24,28.0,8.3,76.4,0,1,9647,1,96.87
2024-08-25,28.0,10.0,72.7,0,1,9749,2,101.61
2024-08-26,28.6,12.1,79.1,0,0,9744,0,74.51
2024-08-27,27.4,8.4,74.3,0,0,9513,0,73.34
2024-08-28,29.5,5.5,70.0,0,0,9743,0,80.85
2024-08-29,27.3,0.0,73.7,0,0,9521,0,78.24
2024-08-30,29.6,18.4,77.2,0,0,9580,0,78.99
2024-08-31,28.1,14.1,74.3,0,1,9394,2,104.77
2024-09-01,24.0,6.0,76.1,0,1,9174,1,91.78
2024-09-02,25.5,1.1,76.1,0,0,9839,0,77.99
2024-09-03,25.2,0.0,76.7,0,0,9464,0,75.28
2024-09-04,25.6,0.0,76.5,0,0,9946,0,79.51
2024-09-05,24.5,3.8,76.1,0,0,9346,0,68.79
2024-09-06,25.3,0.0,72.1,0,0,9373,1,78.18
2024-09-07,26.4,0.0,75.9,0,1,10137,1,96.84
2024-09-08,25.5,7.8,74.4,0,1,9843,0,92.66
2024-09-09,26.9,6.1,78.1,0,0,9498,0,79.97
2024-09-10,24.8,4.8,74.8,0,0,9786,0,69.83
2024-09-11,24.9,2.5,76.7,0,0,9652,0,80.15
2024-09-12,26.7,0.0,74.9,0,0,9780,0,77.41
2024-09-13,28.1,7.6,74.3,0,0,9306,0,76.92
2024-09-14,26.7,18.1,72.5,0,1,9559,1,97.31
2024-09-15,27.3,0.0,79.8,0,1,9378,1,99.25
2024-09-16,26.3,10.5,79.2,0,0,9882,0,78.44
2024-09-17,29.0,12.4,74.6,0,0,9636,0,72.72
2024-09-18,26.4,11.1,67.3,0,0,9936,0,77.93
2024-09-19,25.2,0.0,72.8,0,0,9464,0,75.62
2024-09-20,29.5,11.8,76.5,0,0,9685,0,76.82
2024-09-21,25.8,15.7,73.0,0,1,9541,2,106.12
2024-09-22,26.9,10.0,76.8,0,1,9360,1,93.22
2024-09-23,28.8,13.7,75.8,0,0,9830,0,76.51
2024-09-24,28.5,6.7,82.0,0,0,9754,0,74.28
2024-09-25,26.0,6.4,75.1,0,0,9172,0,70.96
2024-09-26,27.9,5.5,84.3,0,0,9944,0,79.58
2024-09-27,27.3,16.1,77.4,0,0,9331,0,68.04
2024-09-28,26.7,2.6,75.0,0,1,9777,2,103.12
2024-09-29,25.4,14.3,74.1,0,1,9985,1,91.09
2024-09-30,26.6,19.3,74.7,0,0,9720,0,74.74
2024-10-01,24.7,27.4,75.1,0,0,9555,0,75.82
2024-10-02,25.4,12.7,75.6,0,0,9473,0,70.7
2024-10-03,26.5,9.8,75.8,0,0,9372,0,75.94
2024-10-04,26.9,18.0,73.9,0,0,9410,0,82.76
2024-10-05,28.2,21.8,76.3,0,1,10047,1,103.7
2024-10-06,25.8,27.6,78.7,0,1,9693,1,93.86
2024-10-07,25.7,0.0,71.6,0,0,9551,0,77.53
2024-10-08,25.4,21.7,72.4,0,0,9747,0,70.04
